хотела, 41, 0.0164696
действительно, 41, 0.0164696
кабинет, 41, 0.0164696
дам, 41, 0.0164696
чувствовала, 40, 0.0160679
главное, 40, 0.0160679
страх, 40, 0.0160679
далеко, 40, 0.0160679
кому, 40, 0.0160679
дорогу, 40, 0.0160679
весьма, 40, 0.0160679
наших, 40, 0.0160679
улыбнулась, 40, 0.0160679
тобой, 40, 0.0160679
бога, 40, 0.0160679
одним, 40, 0.0160679
хочу, 40, 0.0160679
посто, 40, 0.0160679
пожалуйста, 40, 0.0160679
вечером, 40, 0.0160679
утра, 39, 0.0156662
прошел, 39, 0.0156662
прелесть, 39, 0.0156662
главнокомандующего, 39, 0.0156662
маленькой, 39, 0.0156662
дороге, 39, 0.0156662
наташей, 39, 0.0156662
вера, 39, 0.0156662
почувствовал, 39, 0.0156662
потер, 39, 0.0156662
веро, 39, 0.0156662
нии, 39, 0.0156662
болконского, 39, 0.0156662
хочешь, 39, 0.0156662
офицеры, 39, 0.0156662
оттого, 39, 0.0156662
багратиона, 39, 0.0156662
начала, 39, 0.0156662
какие, 39, 0.0156662
гости, 39, 0.0156662
виконт, 38, 0.0152645
безухова, 38, 0.0152645
руке, 38, 0.0152645
ю, 38, 0.0152645
моего, 38, 0.0152645
армию, 38, 0.0152645
жить, 38, 0.0152645
другим, 38, 0.0152645
j, 38, 0.0152645
минут, 38, 0.0152645
общества, 38, 0.0152645
всеми, 38, 0.0152645
ет, 38, 0.0152645
сперанский, 38, 0.0152645
часть, 38, 0.0152645
сердце, 37, 0.0148628
руках, 37, 0.0148628
должна, 37, 0.0148628
кол, 37, 0.0148628
чувству, 37, 0.0148628
ваш, 37, 0.0148628
положении, 37, 0.0148628
раза, 37, 0.0148628
смотреть, 37, 0.0148628
самый, 37, 0.0148628
офицеров, 37, 0.0148628
близко, 37, 0.0148628
неужели, 37, 0.0148628
случилось, 37, 0.0148628
свет, 37, 0.0148628
пришел, 37, 0.0148628
командира, 37, 0.0148628
отвеча, 37, 0.0148628
домой, 36, 0.0144611
могло, 36, 0.0144611
просить, 36, 0.0144611
любит, 36, 0.0144611
делал, 36, 0.0144611
хотите, 36, 0.0144611
билибин, 36, 0.0144611
ума, 36, 0.0144611
собак, 36, 0.0144611
россии, 36, 0.0144611
уехал, 36, 0.0144611
шагами, 36, 0.0144611
пол, 36, 0.0144611
плечами, 36, 0.0144611
девушка, 36, 0.0144611
виноват, 36, 0.0144611
самой, 36, 0.0144611
обн, 36, 0.0144611
поцеловал, 36, 0.0144611
самом, 35, 0.0140594
ка, 35, 0.0140594
испытывал, 35, 0.0140594
сказали, 35, 0.0140594
тоном, 35, 0.0140594
улыбка, 35, 0.0140594
получил, 35, 0.0140594
скажите, 35, 0.0140594
составл, 35, 0.0140594
стоит, 35, 0.0140594
рада, 35, 0.0140594
кий, 35, 0.0140594
вошла, 35, 0.0140594
полка, 35, 0.0140594
хороша, 35, 0.0140594
мое, 35, 0.0140594
ногу, 35, 0.0140594
идти, 35, 0.0140594
никому, 35, 0.0140594
навстречу, 35, 0.0140594
prince, 35, 0.0140594
така, 35, 0.0140594
ехал, 35, 0.0140594
поди, 35, 0.0140594
остановилась, 35, 0.0140594
смерти, 35, 0.0140594
боюсь, 35, 0.0140594
вопросительно, 35, 0.0140594
столу, 35, 0.0140594
полковник, 35, 0.0140594
деревне, 34, 0.0136577
серьезно, 34, 0.0136577
votre, 34, 0.0136577
сами, 34, 0.0136577
нашей, 34, 0.0136577
se, 34, 0.0136577
мире, 34, 0.0136577
строго, 34, 0.0136577
часов, 34, 0.0136577
денег, 34, 0.0136577
моей, 34, 0.0136577
войск, 34, 0.0136577
нула, 34, 0.0136577
погл, 34, 0.0136577
новые, 34, 0.0136577
особенности, 34, 0.0136577
ние, 34, 0.0136577
tr, 33, 0.013256
любить, 33, 0.013256
другом, 33, 0.013256
таких, 33, 0.013256
вспомнил, 33, 0.013256
испуганно, 33, 0.013256
вполне, 33, 0.013256
продолжала, 33, 0.013256
людьми, 33, 0.013256
женщина, 33, 0.013256
год, 33, 0.013256
ногами, 33, 0.013256
плать, 33, 0.013256
полку, 33, 0.013256
разговора, 33, 0.013256
сыном, 33, 0.013256
движени, 33, 0.013256
самое, 33, 0.013256
понимал, 33, 0.013256
гр, 32, 0.0128543
пет, 32, 0.0128543
трудно, 32, 0.0128543
стрел, 32, 0.0128543
мои, 32, 0.0128543
ред, 32, 0.0128543
люд, 32, 0.0128543
видите, 32, 0.0128543
имени, 32, 0.0128543
шагов, 32, 0.0128543
нув, 32, 0.0128543
радости, 32, 0.0128543
конце, 32, 0.0128543
новое, 32, 0.0128543
нечего, 32, 0.0128543
поле, 32, 0.0128543
генералу, 32, 0.0128543
странно, 32, 0.0128543
дороги, 32, 0.0128543
общество, 32, 0.0128543
сони, 32, 0.0128543
находилс, 32, 0.0128543
всему, 32, 0.0128543
подошла, 31, 0.0124526
едва, 31, 0.0124526
выше, 31, 0.0124526
жалко, 31, 0.0124526
вслед, 31, 0.0124526
проговорила, 31, 0.0124526
224, 31, 0.0124526
дал, 31, 0.0124526
васили, 31, 0.0124526
чувства, 31, 0.0124526
перебил, 31, 0.0124526
немного, 31, 0.0124526
неожиданно, 31, 0.0124526
идет, 31, 0.0124526
стол, 31, 0.0124526
bien, 31, 0.0124526
знали, 31, 0.0124526
сражение, 31, 0.0124526
au, 31, 0.0124526
света, 31, 0.0124526
силы, 31, 0.0124526
женщин, 31, 0.0124526
ды, 31, 0.0124526
распор, 30, 0.0120509
дурно, 30, 0.0120509
залу, 30, 0.0120509
звук, 30, 0.0120509
изредка, 30, 0.0120509
самые, 30, 0.0120509
честь, 30, 0.0120509
другую, 30, 0.0120509
петербурга, 30, 0.0120509
г, 30, 0.0120509
одном, 30, 0.0120509
смерть, 30, 0.0120509
отцу, 30, 0.0120509
отношени, 30, 0.0120509
туда, 30, 0.0120509
хуже, 30, 0.0120509
величество, 30, 0.0120509
жну, 30, 0.0120509
могут, 30, 0.0120509
будут, 30, 0.0120509
лось, 30, 0.0120509
часу, 30, 0.0120509
чему, 30, 0.0120509
тель, 30, 0.0120509
вижу, 30, 0.0120509
желаю, 30, 0.0120509
решительно, 30, 0.0120509
соню, 29, 0.0116492
крик, 29, 0.0116492
рассе, 29, 0.0116492
любила, 29, 0.0116492
сделали, 29, 0.0116492
свидани, 29, 0.0116492
moi, 29, 0.0116492
жена, 29, 0.0116492
сперанского, 29, 0.0116492
вчера, 29, 0.0116492
homme, 29, 0.0116492
пошла, 29, 0.0116492
души, 29, 0.0116492
жил, 29, 0.0116492
слегка, 29, 0.0116492
адъютанта, 29, 0.0116492
прекрасно, 29, 0.0116492
рублей, 29, 0.0116492
числе, 29, 0.0116492
отцом, 29, 0.0116492
мыслей, 29, 0.0116492
лицами, 29, 0.0116492
внимани, 29, 0.0116492
жене, 29, 0.0116492
вновь, 29, 0.0116492
нами, 29, 0.0116492
генерала, 29, 0.0116492
душа, 29, 0.0116492
нашего, 29, 0.0116492
ai, 29, 0.0116492
счастлива, 29, 0.0116492
ah, 29, 0.0116492
твердо, 29, 0.0116492
старалс, 29, 0.0116492
голосов, 29, 0.0116492
сначала, 28, 0.0112475
шли, 28, 0.0112475
вернулс, 28, 0.0112475
соне, 28, 0.0112475
русских, 28, 0.0112475
бале, 28, 0.0112475
иначе, 28, 0.0112475
доктор, 28, 0.0112475
ходить, 28, 0.0112475
дывалс, 28, 0.0112475
ею, 28, 0.0112475
мою, 28, 0.0112475
обратилась, 28, 0.0112475
большую, 28, 0.0112475
окна, 28, 0.0112475
иметь, 28, 0.0112475
французски, 28, 0.0112475
графине, 28, 0.0112475
никак, 28, 0.0112475
подъехал, 28, 0.0112475
громко, 28, 0.0112475
двум, 28, 0.0112475
мгновение, 28, 0.0112475
гость, 28, 0.0112475
читал, 28, 0.0112475
удивл, 28, 0.0112475
щих, 28, 0.0112475
тс, 27, 0.0108458
счастие, 27, 0.0108458
одни, 27, 0.0108458
василь, 27, 0.0108458
столько, 27, 0.0108458
неловко, 27, 0.0108458
сердца, 27, 0.0108458
кутузову, 27, 0.0108458
сыну, 27, 0.0108458
будем, 27, 0.0108458
замуж, 27, 0.0108458
управл, 27, 0.0108458
речи, 27, 0.0108458
подумала, 27, 0.0108458
марш, 27, 0.0108458
столом, 27, 0.0108458
известие, 27, 0.0108458
g, 27, 0.0108458
231, 27, 0.0108458
счастье, 27, 0.0108458
человеком, 27, 0.0108458
невозможно, 27, 0.0108458
левой, 27, 0.0108458
нар, 27, 0.0108458
хорош, 27, 0.0108458
просил, 27, 0.0108458
приезда, 27, 0.0108458
движение, 27, 0.0108458
борису, 27, 0.0108458
последние, 27, 0.0108458
имеет, 27, 0.0108458
предложение, 27, 0.0108458
налево, 27, 0.0108458
села, 27, 0.0108458
глупости, 27, 0.0108458
вместо, 27, 0.0108458
надеюсь, 27, 0.0108458
обыкновенно, 27, 0.0108458
держал, 27, 0.0108458
y, 27, 0.0108458
заметив, 27, 0.0108458
арми, 27, 0.0108458
другими, 27, 0.0108458
страха, 27, 0.0108458
лиц, 27, 0.0108458
велел, 27, 0.0108458
приподн, 27, 0.0108458
